simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,observation_2,action_0,action_1,action_2,personal_reward_0,personal_reward_1,personal_reward_2,empathic_reward_0,empathic_reward_1,empathic_reward_2,total_reward_0,total_reward_1,total_reward_2
0,0,0,281,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,282,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,283,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,284,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,285,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,286,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,287,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,288,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,289,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-0.9],1,0.0,-1.0,-0.5,[-0.9],1,0.0,-1.0,-0.5
0,0,0,290,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,291,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,292,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,293,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,294,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,295,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,296,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,297,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,298,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,299,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,300,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,301,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,302,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,303,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,304,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,305,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,306,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,307,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,308,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,309,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,310,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,311,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,312,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,313,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,314,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,315,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,316,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,317,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,318,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,319,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,320,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,321,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,322,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,323,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,324,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,325,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,326,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,327,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,328,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,329,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,330,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,331,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,332,0.0,100,500,[-1.],1,0.0,-0.9,-0.45,[-1.],1,0.55,-1.0,-0.22499999999999998,[-1.],1,0.0,-0.9,-0.45
0,0,1,0,99.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-1.],1,0.55,-1.0,-0.22499999999999998,[-0.9],0,0.0,-0.9,-0.45
0,0,1,1,97.0,100,500,[-0.9],1,0.55,-0.8,-0.125,[-1.],1,0.6,-0.9,-0.15000000000000002,[-0.9],0,0.0,-0.7,-0.35
0,0,1,2,95.0,100,500,[-0.8],1,0.6,-0.7,-0.04999999999999999,[-0.9],1,0.65,-0.8,-0.07500000000000001,[-0.7],0,0.0,-0.5,-0.25
0,0,1,3,93.0,100,500,[-0.7],1,0.65,-0.6,0.025000000000000022,[-0.8],1,0.7,-0.7,0.0,[-0.5],0,0.0,-0.3,-0.15
0,0,1,4,91.0,100,500,[-0.6],1,0.7,-0.5,0.09999999999999998,[-0.7],1,0.75,-0.6,0.07500000000000001,[-0.3],0,0.0,-0.09999999999999998,-0.04999999999999999
0,0,1,5,89.0,100,500,[-0.5],1,0.75,-0.4,0.175,[-0.6],1,0.8,-0.5,0.15000000000000002,[-0.1],0,0.0,0.09999999999999998,0.04999999999999999
0,0,1,6,87.0,100,500,[-0.4],1,0.8,-0.30000000000000004,0.25,[-0.5],1,0.85,-0.4,0.22499999999999998,[0.1],0,0.0,0.29999999999999993,0.14999999999999997
0,0,1,7,86.0,100,500,[-0.3],0,0.3,-0.19999999999999996,0.05000000000000002,[-0.4],1,0.9,-0.4,0.25,[0.3],0,0.0,0.4,0.2
0,0,1,8,85.0,100,500,[-0.2],0,0.3,-0.09999999999999998,0.1,[-0.4],1,0.95,-0.4,0.27499999999999997,[0.4],0,0.0,0.5,0.25
0,0,1,9,84.0,100,500,[-0.1],0,0.3,0.0,0.15,[-0.4],1,1.0,-0.4,0.3,[0.5],0,0.0,0.6,0.3
0,0,1,10,83.0,100,500,[0.],0,0.3,0.0,0.15,[-0.4],1,1.0,-0.4,0.3,[0.6],0,0.0,0.6,0.3
0,0,1,11,82.0,100,500,[0.],0,0.25,0.0,0.125,[-0.4],1,1.0,-0.5,0.25,[0.6],0,0.0,0.5,0.25
0,0,1,12,81.0,100,500,[0.],0,0.2,0.0,0.1,[-0.5],1,1.0,-0.6,0.2,[0.5],0,0.0,0.4,0.2
0,0,1,13,80.0,100,500,[0.],0,0.15,0.0,0.075,[-0.6],1,1.0,-0.7,0.15000000000000002,[0.4],0,0.0,0.3,0.15
0,0,1,14,79.0,100,500,[0.],0,0.1,0.0,0.05,[-0.7],1,1.0,-0.8,0.09999999999999998,[0.3],0,0.0,0.2,0.1
0,0,1,15,78.0,100,500,[0.],0,0.05,0.0,0.025,[-0.8],1,1.0,-0.9,0.04999999999999999,[0.2],0,0.0,0.09999999999999998,0.04999999999999999
0,0,1,16,77.0,100,500,[0.],0,0.0,0.0,0.0,[-0.9],1,1.0,-1.0,0.0,[0.1],0,0.0,0.0,0.0
0,0,1,17,76.0,100,500,[0.],0,0.0,0.0,0.0,[-1.],1,1.0,-1.0,0.0,[0.],0,0.0,0.0,0.0
0,0,1,18,74.0,100,500,[0.],0,0.0,0.09999999999999998,0.04999999999999999,[-1.],1,1.0,-0.9,0.04999999999999999,[0.],1,0.55,0.0,0.275
0,0,1,19,73.0,100,500,[0.1],0,0.0,0.09999999999999998,0.04999999999999999,[-0.9],1,1.0,-0.9,0.04999999999999999,[0.],0,0.05,0.0,0.025
0,0,1,20,72.0,100,500,[0.1],0,0.0,0.09999999999999998,0.04999999999999999,[-0.9],1,1.0,-0.9,0.04999999999999999,[0.],0,0.05,0.0,0.025
0,0,1,21,72.0,100,500,[0.1],0,0.0,0.0,0.0,[-0.9],0,0.45,-0.9,-0.225,[0.],0,0.05,-0.09999999999999998,-0.024999999999999988
0,0,1,22,71.0,100,500,[0.],0,0.0,0.0,0.0,[-0.9],1,0.95,-0.9,0.024999999999999967,[-0.1],0,0.05,-0.09999999999999998,-0.024999999999999988
0,0,1,23,71.0,100,500,[0.],0,0.0,-0.09999999999999998,-0.04999999999999999,[-0.9],0,0.4,-0.9,-0.25,[-0.1],0,0.05,-0.19999999999999996,-0.07499999999999998
0,0,1,24,71.0,100,500,[-0.1],0,0.0,-0.20000000000000007,-0.10000000000000003,[-0.9],0,0.35,-0.9,-0.275,[-0.2],0,0.05,-0.30000000000000004,-0.12500000000000003
0,0,1,25,71.0,100,500,[-0.2],1,0.0,-0.30000000000000004,-0.15000000000000002,[-0.9],0,0.3,-0.9,-0.30000000000000004,[-0.3],0,0.05,-0.4,-0.17500000000000002
0,0,1,26,71.0,100,500,[-0.3],0,0.0,-0.4,-0.2,[-0.9],0,0.25,-0.9,-0.325,[-0.4],0,0.05,-0.5,-0.225
0,0,1,27,71.0,100,500,[-0.4],0,0.0,-0.5,-0.25,[-0.9],0,0.2,-0.9,-0.35,[-0.5],0,0.05,-0.6,-0.27499999999999997
0,0,1,28,70.0,100,500,[-0.5],1,0.55,-0.7,-0.07499999999999996,[-0.9],0,0.15,-0.9,-0.375,[-0.6],0,0.0,-0.6000000000000001,-0.30000000000000004
0,0,1,29,69.0,100,500,[-0.7],1,0.6,-0.8,-0.10000000000000003,[-0.9],0,0.1,-0.8,-0.35000000000000003,[-0.6],0,0.0,-0.6,-0.3
0,0,1,30,68.0,100,500,[-0.8],1,0.65,-0.9,-0.125,[-0.8],0,0.05,-0.7,-0.32499999999999996,[-0.6],0,0.0,-0.6000000000000001,-0.30000000000000004
0,0,1,31,67.0,100,500,[-0.9],1,0.7,-0.9,-0.10000000000000003,[-0.7],0,0.05,-0.6,-0.27499999999999997,[-0.6],0,0.0,-0.5,-0.25
0,0,1,32,66.0,100,500,[-0.9],1,0.75,-1.0,-0.125,[-0.6],0,0.0,-0.5,-0.25,[-0.5],0,0.0,-0.5,-0.25
0,0,1,33,65.0,100,500,[-1.],1,0.8,-1.0,-0.09999999999999998,[-0.5],0,0.0,-0.4,-0.2,[-0.5],0,0.0,-0.4,-0.2
0,0,1,34,64.0,100,500,[-1.],0,0.3,-0.9,-0.30000000000000004,[-0.4],1,0.55,-0.4,0.07500000000000001,[-0.4],0,0.0,-0.30000000000000004,-0.15000000000000002
0,0,1,35,63.0,100,500,[-0.9],1,0.85,-0.9,-0.025000000000000022,[-0.4],1,0.05,-0.30000000000000004,-0.12500000000000003,[-0.3],0,0.0,-0.20000000000000007,-0.10000000000000003
0,0,1,36,62.0,100,500,[-0.9],1,0.35,-0.8,-0.22500000000000003,[-0.3],1,0.6,-0.30000000000000004,0.14999999999999997,[-0.2],0,0.0,-0.10000000000000003,-0.05000000000000002
0,0,1,37,59.0,100,500,[-0.8],1,0.9,-0.6000000000000001,0.14999999999999997,[-0.3],1,0.65,-0.09999999999999998,0.275,[-0.1],1,0.55,0.10000000000000003,0.32500000000000007
0,0,1,38,56.0,100,500,[-0.6],1,0.9,-0.39999999999999997,0.25,[-0.1],1,0.7,5.551115123125783e-17,0.35,[0.1],1,0.6,0.20000000000000007,0.4
0,0,1,39,56.0,100,500,[-0.4],1,0.35,-0.39999999999999997,-0.024999999999999994,[0.],1,0.2,-0.10000000000000003,0.04999999999999999,[0.2],1,0.1,0.09999999999999998,0.09999999999999999
0,0,1,40,55.0,100,500,[-0.4],1,0.85,-0.39999999999999997,0.225,[-0.1],1,0.2,-0.10000000000000003,0.04999999999999999,[0.1],1,0.1,0.09999999999999998,0.09999999999999999
0,0,1,41,54.0,100,500,[-0.4],1,0.85,-0.39999999999999997,0.225,[-0.1],1,0.2,-0.10000000000000003,0.04999999999999999,[0.1],0,0.1,0.09999999999999998,0.09999999999999999
0,0,1,42,53.0,100,500,[-0.4],1,0.85,-0.39999999999999997,0.225,[-0.1],1,0.2,-0.10000000000000003,0.04999999999999999,[0.1],1,0.1,0.09999999999999998,0.09999999999999999
0,0,1,43,51.0,100,500,[-0.4],1,0.85,-0.3,0.275,[-0.1],1,0.75,-0.10000000000000003,0.32499999999999996,[0.1],0,0.1,0.19999999999999996,0.14999999999999997
0,0,1,44,50.0,100,500,[-0.3],1,0.35,-0.3,0.024999999999999994,[-0.1],1,0.2,-5.551115123125783e-17,0.09999999999999998,[0.2],1,0.65,0.09999999999999998,0.375
0,0,1,45,49.0,100,500,[-0.3],1,0.3,-0.2,0.04999999999999999,[0.],1,0.75,-0.10000000000000003,0.32499999999999996,[0.1],1,0.15,0.09999999999999998,0.12499999999999999
0,0,1,46,46.0,100,500,[-0.2],1,0.85,-0.09999999999999998,0.375,[-0.1],1,0.75,0.09999999999999998,0.425,[0.1],1,0.7,0.19999999999999996,0.44999999999999996
0,0,1,47,44.0,100,500,[-0.1],0,0.3,-0.09999999999999998,0.1,[0.1],1,0.75,0.0,0.375,[0.2],1,0.7,0.09999999999999998,0.39999999999999997
0,0,1,48,43.0,100,500,[-0.1],0,0.25,-0.2,0.024999999999999994,[0.],1,0.75,-0.2,0.275,[0.1],1,0.15,0.0,0.075
0,0,1,49,42.0,100,500,[-0.2],0,0.25,-0.09999999999999998,0.07500000000000001,[-0.2],0,0.25,-0.09999999999999998,0.07500000000000001,[0.],1,0.7,0.0,0.35
0,0,1,50,40.0,100,500,[-0.1],0,0.2,0.09999999999999998,0.15,[-0.1],1,0.8,-0.09999999999999998,0.35000000000000003,[0.],1,0.75,0.0,0.375
0,0,1,51,40.0,100,500,[0.1],0,0.15,0.09999999999999998,0.12499999999999999,[-0.1],1,0.3,-0.2,0.04999999999999999,[0.],1,0.25,-0.10000000000000003,0.07499999999999998
0,0,1,52,39.0,100,500,[0.1],0,0.1,0.19999999999999996,0.14999999999999997,[-0.2],1,0.85,-0.3,0.275,[-0.1],1,0.25,-0.10000000000000003,0.07499999999999998
0,0,1,53,39.0,100,500,[0.2],0,0.05,0.09999999999999998,0.07499999999999998,[-0.3],1,0.3,-0.4,-0.05000000000000002,[-0.1],1,0.25,-0.30000000000000004,-0.025000000000000022
0,0,1,54,39.0,100,500,[0.1],0,0.05,0.0,0.025,[-0.4],1,0.3,-0.5,-0.1,[-0.3],1,0.2,-0.30000000000000004,-0.05000000000000002
0,0,1,55,39.0,100,500,[0.],0,0.05,-0.09999999999999998,-0.024999999999999988,[-0.5],1,0.25,-0.5,-0.125,[-0.3],1,0.2,-0.4,-0.1
0,0,1,56,38.0,100,500,[-0.1],0,0.0,-0.19999999999999996,-0.09999999999999998,[-0.5],1,0.2,-0.6,-0.19999999999999998,[-0.4],1,0.7,-0.6,0.04999999999999999
0,0,1,57,36.0,100,500,[-0.2],1,0.55,-0.3,0.12500000000000003,[-0.6],1,0.15,-0.5,-0.175,[-0.6],1,0.7,-0.6000000000000001,0.04999999999999993
0,0,1,58,35.0,100,500,[-0.3],1,0.05,-0.3,-0.125,[-0.5],1,0.1,-0.4,-0.15000000000000002,[-0.6],1,0.75,-0.7,0.025000000000000022
0,0,1,59,33.0,100,500,[-0.3],1,0.6,-0.3,0.15,[-0.4],1,0.65,-0.39999999999999997,0.12500000000000003,[-0.7],1,0.2,-0.5,-0.15
0,0,1,60,32.0,100,500,[-0.3],1,0.65,-0.5,0.07500000000000001,[-0.4],1,0.1,-0.4,-0.15000000000000002,[-0.5],0,0.15,-0.5,-0.175
0,0,1,61,32.0,100,500,[-0.5],1,0.15,-0.5,-0.175,[-0.4],1,0.1,-0.4,-0.15000000000000002,[-0.5],0,0.15,-0.5,-0.175
0,0,1,62,32.0,100,500,[-0.5],0,0.15,-0.6000000000000001,-0.22500000000000003,[-0.4],1,0.05,-0.4,-0.17500000000000002,[-0.5],0,0.15,-0.6000000000000001,-0.22500000000000003
0,0,1,63,32.0,100,500,[-0.6],1,0.15,-0.6000000000000001,-0.22500000000000003,[-0.4],0,0.05,-0.4,-0.17500000000000002,[-0.6],0,0.15,-0.6000000000000001,-0.22500000000000003
0,0,1,64,31.0,100,500,[-0.6],1,0.7,-0.6000000000000001,0.04999999999999993,[-0.4],0,0.05,-0.3,-0.125,[-0.6],0,0.15,-0.5,-0.175
0,0,1,65,30.0,100,500,[-0.6],1,0.75,-0.6000000000000001,0.07499999999999996,[-0.3],0,0.05,-0.2,-0.07500000000000001,[-0.5],0,0.15,-0.4,-0.125
0,0,1,66,30.0,100,500,[-0.6],1,0.25,-0.7,-0.22499999999999998,[-0.2],0,0.05,-0.3,-0.125,[-0.4],0,0.1,-0.4,-0.15000000000000002
0,0,1,67,30.0,100,500,[-0.7],1,0.2,-0.8,-0.30000000000000004,[-0.3],0,0.05,-0.5,-0.225,[-0.4],1,0.05,-0.5,-0.225
0,0,1,68,28.0,100,500,[-0.8],1,0.75,-0.8,-0.025000000000000022,[-0.5],1,0.6,-0.5,0.04999999999999999,[-0.5],0,0.0,-0.3,-0.15
0,0,1,69,27.0,100,500,[-0.8],1,0.75,-0.9,-0.07500000000000001,[-0.5],0,0.05,-0.5,-0.225,[-0.3],0,0.0,-0.4,-0.2
0,0,1,70,26.0,100,500,[-0.9],1,0.75,-0.9,-0.07500000000000001,[-0.5],0,0.05,-0.5,-0.225,[-0.4],0,0.0,-0.4,-0.2
0,0,1,71,25.0,100,500,[-0.9],1,0.8,-0.9,-0.04999999999999999,[-0.5],0,0.05,-0.4,-0.17500000000000002,[-0.4],0,0.0,-0.30000000000000004,-0.15000000000000002
0,0,1,72,24.0,100,500,[-0.9],1,0.85,-0.9,-0.025000000000000022,[-0.4],0,0.05,-0.30000000000000004,-0.12500000000000003,[-0.3],0,0.0,-0.20000000000000007,-0.10000000000000003
0,0,1,73,24.0,100,500,[-0.9],1,0.35,-0.9,-0.275,[-0.3],0,0.05,-0.30000000000000004,-0.12500000000000003,[-0.2],0,0.0,-0.20000000000000007,-0.10000000000000003
0,0,1,74,24.0,100,500,[-0.9],1,0.3,-0.9,-0.30000000000000004,[-0.3],0,0.05,-0.4,-0.17500000000000002,[-0.2],1,0.0,-0.30000000000000004,-0.15000000000000002
0,0,1,75,24.0,100,500,[-0.9],1,0.25,-0.9,-0.325,[-0.4],0,0.05,-0.5,-0.225,[-0.3],1,0.0,-0.4,-0.2
0,0,1,76,24.0,100,500,[-0.9],1,0.25,-0.9,-0.325,[-0.5],0,0.05,-0.5,-0.225,[-0.4],0,0.0,-0.4,-0.2
0,0,1,77,24.0,100,500,[-0.9],1,0.25,-0.9,-0.325,[-0.5],0,0.05,-0.5,-0.225,[-0.4],0,0.0,-0.4,-0.2
0,0,1,78,23.0,100,500,[-0.9],1,0.75,-1.0,-0.125,[-0.5],1,0.0,-0.5,-0.25,[-0.4],0,0.0,-0.5,-0.25
